Total Monthly Consumption Oct. 2020,Total Monthly Consumption Jan. 2021,Control Group,First Moment Treatment,Second Moment Europe Treatment,First & Second Moment Treatment,Second Moment Domestic Treatment,Europe Mean Growth Expectation Prior,Europe Uncertainty in Growth Expectation Prior,Log Net Household Income Sep. 2020,Belgian,Danish,Spanish,French,Italian,Dutch,Household Size,Male,High-School Educated,Post-Secondary Educated,Age,Sufficient Liquidity,LiquidAssets
3230,2950,0,0,0,0,1,-0.564386738,0.1007051154914109,0.6992160568055474,0,0,0,1,0,0,4,1,0,1,-0.427716439,1,0.6235347
2187,2284,0,0,0,1,0,0.2744865848710703,1.0139509429664386,-2.08619994,0,0,0,1,0,0,5,1,0,1,0.087719588,1,0.7163096
3000,2895,0,0,0,1,0,-0.620311626,-0.000766665,0.6001327852363799,0,0,0,1,0,0,5,1,0,1,-0.427716439,1,0.5602273
3785,1690,0,0,0,0,1,0.1067119202558917,-0.914012418,0.5617635659820686,0,0,0,1,0,0,4,0,0,1,-0.059547848,1,0
2336,2201,0,0,0,1,0,-0.452536962,0.3036485774738572,-0.551505618,0,0,0,1,0,0,1,0,0,1,1.1185916422760147,1,0.916244283
2225,1945,1,0,0,0,0,0.777810579,-0.50812542,0.3380150676748448,0,0,0,1,0,0,2,0,0,1,1.044957924119507,1,0.918371
4200,4200,0,1,0,0,0,-0.899936067,0.5065921388779114,0.8822319691822419,0,0,0,1,0,0,1,1,0,1,0.5295218970239525,1,0.965011828
870,1235,1,0,0,0,0,0.6100359141014274,0.6080639195799383,0.2898502973608427,0,0,0,1,0,0,1,1,0,1,-0.427716439,1,1
1133,1840,0,0,1,0,0,0.1067119202558917,-0.914012418,0.5082130430796278,0,0,0,1,0,0,2,0,0,1,0.7504230514934759,1,0.29616684
1768,3924,1,0,0,0,0,-0.676236515,0.3036485774738572,0.4481342384344786,0,0,0,1,0,0,2,1,0,0,0.8976904878064914,1,1
1770,1020,0,0,0,1,0,0.6100359141014274,-0.203710127,-4.61E-05,0,0,0,1,0,0,3,0,0,0,0.4558881788674447,0,0.6693819
1605,2550,1,0,0,0,0,-0.620311626,-0.000766665,0.8822319691822419,0,0,0,1,0,0,2,1,0,1,1.9285625419976005,1,0.53089122
1320,1090,0,1,0,0,0,0.2744865848710703,-0.812540662,-0.109264126,0,0,0,1,0,0,1,1,0,1,-0.722251312,1,1
1770,3750,0,0,1,0,0,0.8337354669216654,-0.609597151,0.3380150676748448,0,0,0,1,0,0,5,0,0,0,-0.206815285,1,1
1490,3615,0,0,0,0,1,-0.005137856,-0.914012418,-0.490044612,0,0,0,1,0,0,4,1,0,1,-2.047658238,0,1
1590,1790,0,0,0,1,0,0.6659608023064869,-0.711068901,0.3380150676748448,0,0,0,1,0,0,3,0,1,0,-1.090419902,1,0.55703205
2127,2139,1,0,0,0,0,0.3304114730761298,-0.711068901,0.1987371023394097,0,0,0,1,0,0,3,0,0,1,0.2349870243979213,1,0.4795376
2925,3400,0,0,0,1,0,-0.284762297,-0.406653639,0.3142581597884846,0,0,0,1,0,0,2,0,1,0,-0.133181566,0,0.08412098
2200,1670,0,0,0,0,1,0.2744865848710703,-0.812540662,0.6834487204117252,0,0,0,1,0,0,3,1,0,1,-0.648617593,1,1.00000004
875,2780,0,1,0,0,0,-0.061062744,-0.000766665,-0.071350692,0,0,0,1,0,0,1,1,0,1,-1.532222211,1,0.7587903600000001
900,1410,0,0,0,1,0,0.4422612494862488,-0.711068901,0.744909726,0,0,0,1,0,0,3,1,0,1,-1.311321057,0,0.7463181
6770,4200,0,0,1,0,0,-0.116987633,-0.50812542,1.0011859066024529,0,0,0,1,0,0,4,1,0,1,0.01408587,1,0.722221126
2765,2590,1,0,0,0,0,-0.340687185,-0.102238396,-0.034985183,0,0,0,1,0,0,2,0,1,0,-0.280449003,0,1
7690,7690,0,0,0,0,1,-0.620311626,2.0286685014326897,1.106110715497608,0,0,0,1,0,0,3,1,0,1,-0.059547848,1,0.6004914899999999
1725,1715,0,0,0,0,1,0.4981861376913084,-0.000766665,0.3426913579411563,0,0,0,1,0,0,1,0,0,1,0.2349870243979213,1,1
5265,4630,0,0,0,1,0,0.1067119202558917,-0.914012418,0.3837087372362044,0,0,0,1,0,0,2,1,1,0,0.5295218970239525,0,1
1450,1310,0,0,1,0,0,1.225209684357082,0.3036485774738572,0.3496600864389886,0,0,0,1,0,0,3,0,1,0,-1.60585593,1,0.7088094
2480,2480,1,0,0,0,0,0.5541110258963678,-0.50812542,0.5461264775963887,0,0,0,1,0,0,2,1,0,0,1.1922253604325226,1,1
795,795,0,1,0,0,0,0.1067119202558917,-0.914012418,-0.851245601,0,0,0,1,0,0,2,1,1,0,-1.97402452,1,0
2750,3500,0,0,0,0,1,-0.564386738,0.1007051154914109,0.5824919860067227,0,0,0,1,0,0,3,1,0,1,0.2349870243979213,1,0.328947226
1520,1590,1,0,0,0,0,0.5541110258963678,-0.50812542,0.2898502973608427,0,0,0,1,0,0,1,1,1,0,0.3086207425544292,1,0.79363275
1880,2100,0,0,0,0,1,0.3304114730761298,-0.914012418,0.7147091647070981,0,0,0,1,0,0,3,1,0,1,-0.059547848,1,0.80221844
2670,2670,0,0,0,1,0,1.001510131536844,0.3036485774738572,0.2123378436236521,0,0,0,1,0,0,2,1,0,1,-1.753123366,0,1
1755,1630,0,0,1,0,0,-0.50846185,0.4051203581758842,-0.256322326,0,0,0,1,0,0,1,0,0,1,-1.237687339,1,0.02869404
612,512,0,0,1,0,0,-0.620311626,1.0139509429664386,-0.490044612,0,0,0,1,0,0,1,1,0,1,-1.60585593,1,1
1550,1590,0,0,1,0,0,0.5541110258963678,-0.50812542,-0.148863146,0,0,0,1,0,0,1,0,0,1,-1.826757084,1,1
1210,1600,0,0,1,0,0,0.4422612494862488,1.3183659868076962,0.4271725401761777,0,0,0,1,0,0,3,0,0,1,-0.133181566,1,0.22844252
4600,2390,0,1,0,0,0,-0.228837409,-0.102238396,0.9671372558052356,0,0,0,1,0,0,5,1,0,1,0.6767893333369681,1,0.275672932
830,1200,0,1,0,0,0,-0.844011179,0.6080639195799383,-3.101243607,0,0,0,1,0,0,1,0,0,1,1.2658590785890305,0,1
1820,1260,0,0,0,1,0,0.5541110258963678,-0.711068901,-0.551505618,0,0,0,1,0,0,3,0,0,1,-1.090419902,1,1
1110,1210,0,0,0,0,1,0.6659608023064869,-0.102238396,-0.652462353,0,0,0,1,0,0,3,0,0,1,-1.384954775,0,1
2550,3030,1,0,0,0,0,0.2744865848710703,-0.609597151,0.3380150676748448,0,0,0,1,0,0,2,1,0,1,1.339492796745538,1,0.788596634
3735,3600,0,0,0,0,1,0.6100359141014274,-0.203710127,0.2647547998159933,0,0,0,1,0,0,4,0,0,1,-0.574983875,1,1
2125,2020,0,1,0,0,0,0.050787032,1.0139509429664386,0.2898502973608427,0,0,0,1,0,0,2,1,0,1,0.4558881788674447,1,1
2970,2795,1,0,0,0,0,0.2744865848710703,-0.812540662,0.2647547998159933,0,0,0,1,0,0,5,0,1,0,-0.427716439,1,0.8712538
5960,2620,0,0,0,1,0,0.1626368084609512,-0.812540662,0.1274325570006584,0,0,0,1,0,0,2,0,0,1,1.6340276693715694,1,0.104982228
2186,950,0,1,0,0,0,-1.12363562,1.1154227733792694,-0.327626872,0,0,0,1,0,0,1,1,0,1,1.339492796745538,0,1
571,500,0,0,0,0,1,-0.116987633,-0.711068901,-1.306305031,0,0,0,1,0,0,1,0,1,0,-0.206815285,0,1
880,1770,0,0,0,0,1,0.6659608023064869,-0.305181908,0.2123378436236521,0,0,0,1,0,0,1,1,0,0,-1.532222211,1,1
1063,1420,0,0,0,0,1,-0.50846185,0.2021768961934379,0.2898502973608427,0,0,0,1,0,0,3,0,0,1,1.413126514902046,1,1
3680,2020,0,0,0,1,0,0.6100359141014274,1.0139509429664386,0.2647547998159933,0,0,0,1,0,0,3,0,0,0,-0.722251312,1,1
3160,3010,0,0,1,0,0,-0.340687185,-0.305181908,0.6992160568055474,0,0,0,1,0,0,2,0,1,0,0.8976904878064914,1,0.60482311
2060,1980,0,0,1,0,0,-0.340687185,-0.50812542,0.6673972726297179,0,0,0,1,0,0,2,1,0,1,-1.532222211,1,0.9176147
925,1200,0,0,1,0,0,-0.116987633,-0.711068901,0.4271725401761777,0,0,0,1,0,0,2,1,0,1,-0.280449003,1,0.6801953
2840,2900,0,0,1,0,0,0.1067119202558917,-0.50812542,0.3837087372362044,0,0,0,1,0,0,2,1,0,1,-0.206815285,1,0.67038506
4000,4925,0,0,0,0,1,-0.452536962,0.3036485774738572,0.5824919860067227,0,0,0,1,0,0,1,1,0,1,-0.280449003,1,0.704544376
1415,870,0,0,0,0,1,0.2185616966660107,-0.711068901,-0.148863146,0,0,0,1,0,0,2,0,0,1,1.044957924119507,0,1
3780,1450,0,0,0,1,0,0.6659608023064869,-0.711068901,-0.490044612,0,0,0,1,0,0,4,0,0,1,0.8240567696499836,1,1
3650,3615,0,0,0,1,0,0.2744865848710703,-0.609597151,0.4271725401761777,0,0,0,1,0,0,5,0,0,1,0.5295218970239525,1,0.99999999
1419,1487,0,1,0,0,0,-0.061062744,-0.000766665,0.744909726,0,0,0,1,0,0,1,1,0,1,-1.164053621,1,0.6647086560000001
950,1180,0,0,0,1,0,0.6659608023064869,-0.711068901,-0.490044612,0,0,0,1,0,0,4,0,0,1,0.087719588,1,1
9770,10280,0,1,0,0,0,-0.172912521,-0.203710127,1.5611701445036723,0,0,0,1,0,0,3,0,0,1,-0.354082721,1,0.079043776
1000,825,0,0,1,0,0,0.1067119202558917,-0.50812542,-0.071350692,0,0,0,1,0,0,1,1,0,1,2.149463696467124,1,1.000000018
1780,3570,1,0,0,0,0,-0.340687185,0.3036485774738572,-0.233768432,0,0,0,1,0,0,4,0,1,0,-0.280449003,1,0.87967855
655,2245,0,0,1,0,0,-0.396612074,-0.406653639,0.4886335461313594,0,0,0,1,0,0,1,1,0,1,1.781295105684585,1,0.23572552
6650,8520,0,1,0,0,0,-1.738809391,-0.000766665,1.1999691553729712,0,0,0,1,0,0,2,1,0,1,1.1922253604325226,1,0.47250351
1475,2450,0,0,1,0,0,0.050787032,-0.812540662,0.5824919860067227,0,0,0,1,0,0,1,1,1,0,0.8976904878064914,1,0.690315
1980,2275,0,1,0,0,0,-0.899936067,-0.50812542,-0.034985183,0,0,0,1,0,0,1,0,0,1,2.2230974146236315,1,0.4065407
2025,2553,0,1,0,0,0,0.1067119202558917,-0.914012418,-2.08619994,0,0,0,1,0,0,2,1,0,1,1.8549288238410928,0,1
2900,2940,0,1,0,0,0,-0.899936067,1.1154227733792694,-1.985243206,0,0,0,1,0,0,3,1,0,1,-0.869518748,0,0.38632205
1710,1710,0,0,0,0,1,1.2811345725621417,-0.609597151,0.3837087372362044,0,0,0,1,0,0,1,0,1,0,1.1922253604325226,1,0.29352075
2530,2530,1,0,0,0,0,-0.340687185,0.7095356008603575,0.3837087372362044,0,0,0,1,0,0,1,1,0,1,-0.280449003,1,0.55318758
1410,1410,0,1,0,0,0,0.6100359141014274,-0.609597151,-0.490044612,0,0,0,1,0,0,1,1,0,0,-1.97402452,1,1
1110,1110,0,0,1,0,0,0.6659608023064869,-0.305181908,0.4057056881784903,0,0,0,1,0,0,2,0,0,0,0.5295218970239525,1,1
3950,5730,1,0,0,0,0,-1.011785844,0.9124791622644116,0.7741199252230941,0,0,0,1,0,0,4,1,0,1,-0.133181566,1,0.97888688
2050,1890,1,0,0,0,0,-0.172912521,2.840442548,0.081738887,0,0,0,1,0,0,3,0,1,0,-0.354082721,1,1
880,1060,0,0,1,0,0,-0.340687185,0.5065921388779114,-0.617523316,0,0,0,1,0,0,1,1,1,0,0.01408587,1,1
2770,2835,0,0,1,0,0,4.133303871020177,1.521309647633358,0.4886335461313594,0,0,0,1,0,0,2,0,1,0,1.1922253604325226,1,0.33682477
2346,2545,0,0,0,0,1,-0.452536962,-0.102238396,0.6673972726297179,0,0,0,1,0,0,2,1,0,1,0.9713242059629992,1,0.70227927
1295,1120,0,0,0,1,0,0.777810579,-0.305181908,0.3611548426995956,0,0,0,1,0,0,2,0,1,0,1.413126514902046,1,0.87658113
2180,1300,1,0,0,0,0,0.8896603551267249,0.3036485774738572,0.1849254884656876,0,0,0,1,0,0,5,1,0,1,-0.79588503,0,1
4610,2810,0,1,0,0,0,1.225209684357082,4.159575548,0.4886335461313594,0,0,0,1,0,0,2,0,1,0,-2.047658238,0,1
1990,1605,0,0,1,0,0,0.1067119202558917,-0.914012418,0.4686140238591996,0,0,0,1,0,0,5,0,0,1,-0.648617593,1,0.77186378
3780,3750,1,0,0,0,0,-0.396612074,-0.609597151,0.9436929751374252,0,0,0,1,0,0,2,1,1,0,0.8240567696499836,1,0.42807958
2120,3158,0,1,0,0,0,0.1626368084609512,-0.812540662,0.744909726,0,0,0,1,0,0,7,1,0,1,0.2349870243979213,1,0.4345275
1420,1290,0,0,1,0,0,-1.738809391,-0.609597151,0.2123378436236521,0,0,0,1,0,0,2,1,1,0,1.1185916422760147,1,0.4579156
1615,2138,0,1,0,0,0,-0.340687185,0.5065921388779114,0.065971551,0,0,0,1,0,0,2,0,1,0,1.1922253604325226,1,1
3100,3350,0,0,0,0,1,0.4981861376913084,-0.406653639,0.4886335461313594,0,0,0,1,0,0,5,1,0,1,-0.280449003,1,0.61837307
1255,1410,0,0,0,1,0,-0.284762297,-0.203710127,-0.688827861,0,0,0,1,0,0,4,0,0,1,-0.206815285,0,1
3500,3550,0,1,0,0,0,0.1067119202558917,-0.914012418,1.0011859066024529,0,0,0,1,0,0,3,1,1,0,-1.164053621,1,0.994729956
2250,3850,0,0,0,0,1,0.777810579,3.753688325969914,0.3611548426995956,0,0,0,1,0,0,3,0,0,1,0.6767893333369681,0,1
550,0,0,0,0,0,1,1.225209684357082,-0.50812542,0.033574117,0,0,0,1,0,0,2,0,0,1,1.1185916422760147,0,1.00000002
10950,5210,0,0,0,0,1,0.1067119202558917,-0.711068901,0.9436929751374252,0,0,0,1,0,0,4,1,0,1,0.8240567696499836,1,0.152086418
3265,3775,0,0,0,0,1,0.4981861376913084,-0.406653639,0.8948680853044354,0,0,0,1,0,0,5,1,0,1,0.087719588,1,0.598939767
444,410,1,0,0,0,0,-0.620311626,-0.000766665,-0.945104041,0,0,0,1,0,0,1,1,1,0,0.1613533062414135,1,1
2345,2992,0,0,1,0,0,1.001510131536844,0.9124791622644116,-4.61E-05,0,0,0,1,0,0,3,0,0,1,-0.648617593,1,0.400540756
1990,4650,0,0,1,0,0,-1.347335173,-0.102238396,-0.148863146,0,0,0,1,0,0,5,0,0,1,0.6031556151804603,1,0.16785347
1347,1230,0,0,0,0,1,-0.284762297,-0.406653639,0.4686140238591996,0,0,0,1,0,0,2,1,0,1,-1.311321057,1,1
3200,1790,0,0,1,0,0,-1.906584055,0.3036485774738572,0.1274325570006584,0,0,0,1,0,0,4,0,0,1,-1.311321057,0,1
774,972,0,0,0,1,0,0.4422612494862488,-0.711068901,-2.449898755,0,0,0,1,0,0,1,1,0,1,-1.679489648,0,1
721,875,1,0,0,0,0,-0.899936067,0.3036485774738572,-1.05002885,0,0,0,1,0,0,2,0,1,0,0.01408587,1,0.45332548
3625,2850,0,0,1,0,0,-0.116987633,-0.711068901,0.9073274667270896,0,0,0,1,0,0,4,1,0,1,0.3822544607109369,1,0.999999998
1152,8753,0,0,0,1,0,-1.962508943,-0.406653639,-1.107521782,0,0,0,1,0,0,3,0,1,0,-1.384954775,0,1
4500,2910,0,0,1,0,0,0.1626368084609512,-0.812540662,0.8564089654719259,0,0,0,1,0,0,4,1,0,1,0.2349870243979213,1,0.56846064
165,242,0,0,1,0,0,-0.899936067,1.3183659868076962,-0.851245601,0,0,0,1,0,0,1,0,0,1,0.3086207425544292,1,1
2550,4130,0,0,0,0,1,0.050787032,-0.812540662,1.0860911932254482,0,0,0,1,0,0,5,1,0,1,-1.237687339,1,0.6077146
2555,2960,0,0,0,1,0,-0.676236515,-0.50812542,0.2898502973608427,0,0,0,1,0,0,3,1,1,0,1.1185916422760147,1,1
1915,1740,0,0,0,1,0,0.2744865848710703,-0.812540662,-0.279462102,0,0,0,1,0,0,1,0,0,1,1.5603939512150615,1,0.042169568
426,1360,0,1,0,0,0,1.1692847961520223,-0.406653639,0.1849254884656876,0,0,0,1,0,0,2,1,0,0,1.781295105684585,1,1.000000035
6050,6500,0,0,0,1,0,-0.620311626,2.0286685014326897,1.106110715497608,0,0,0,1,0,0,5,1,0,1,-0.427716439,1,0.457202542
936,920,0,0,0,1,0,-4.87060313,-0.406653639,-0.256322326,0,0,0,1,0,0,1,0,0,1,-1.311321057,1,1
1597,1660,0,1,0,0,0,-1.459184949,-0.50812542,-0.490044612,0,0,0,1,0,0,1,0,1,0,-0.574983875,0,1
600,400,0,0,0,0,1,0.4981861376913084,-0.203710127,0.1274325570006584,0,0,0,1,0,0,2,1,0,1,-1.016786184,1,1
800,700,0,0,0,0,1,-0.564386738,0.1007051154914109,0.4886335461313594,0,0,0,1,0,0,3,1,1,0,-0.574983875,1,0.7402167199999999
2830,2550,0,0,0,1,0,-2.745457378,4.2610467323720105,0.1274325570006584,0,0,0,1,0,0,2,0,0,1,0.8976904878064914,0,1
2430,2535,1,0,0,0,0,-0.676236515,0.5065921388779114,0.7741199252230941,0,0,0,1,0,0,3,0,0,1,0.01408587,0,1
2812,640,0,0,0,0,1,-1.626959614,-0.203710127,0.6673972726297179,0,0,0,1,0,0,3,0,0,1,-0.501350157,1,1
1350,1100,0,0,1,0,0,-0.396612074,0.6080639195799383,0.2647547998159933,0,0,0,1,0,0,2,1,0,1,1.6340276693715694,1,0.32541946
1450,1530,1,0,0,0,0,3.070730995124046,0.2021768961934379,0.5824919860067227,0,0,0,1,0,0,3,0,0,1,-1.090419902,1,1
1950,2366,0,0,1,0,0,-0.340687185,0.1007051154914109,0.6001327852363799,0,0,0,1,0,0,2,1,0,1,1.8549288238410928,1,0.44734608
1787,1540,1,0,0,0,0,-1.291410285,-0.000766665,0.065971551,0,0,0,1,0,0,2,1,0,0,1.5603939512150615,1,0.092993364
1470,2550,1,0,0,0,0,-0.005137856,-0.914012418,0.7741199252230941,0,0,0,1,0,0,4,1,0,1,-0.059547848,1,1
2585,2255,0,0,0,0,1,-0.061062744,1.0139509429664386,-2.200077902,0,0,0,1,0,0,1,1,1,0,-0.280449003,1,1.000000034
872,1050,0,0,1,0,0,-0.676236515,0.1007051154914109,0.1274325570006584,0,0,0,1,0,0,3,0,0,1,-0.059547848,1,0.96484774
1080,1375,1,0,0,0,0,-0.452536962,0.1007051154914109,-0.109264126,0,0,0,1,0,0,1,0,0,1,-1.826757084,0,1
750,566,1,0,0,0,0,-0.172912521,-0.203710127,-0.766340315,0,0,0,1,0,0,1,1,0,1,-1.164053621,1,1
150,1750,0,0,1,0,0,1.001510131536844,3.753688325969914,0.4886335461313594,0,0,0,1,0,0,1,1,0,1,-1.164053621,0,0.99999996
1270,1245,1,0,0,0,0,0.4422612494862488,-0.50812542,0.1421573757212491,0,0,0,1,0,0,1,1,0,1,-0.869518748,1,1
1257,1225,0,1,0,0,0,-1.626959614,2.231612112547547,-0.034985183,0,0,0,1,0,0,1,1,0,1,-1.237687339,1,1
4350,3900,0,0,1,0,0,-0.061062744,-0.000766665,0.6510512864915438,0,0,0,1,0,0,2,1,0,1,1.781295105684585,0,1
1450,1080,1,0,0,0,0,0.050787032,-0.000766665,0.2898502973608427,0,0,0,1,0,0,2,1,0,1,-1.384954775,1,1
2110,2370,0,1,0,0,0,-0.676236515,0.7095356008603575,0.9786320120658442,0,0,0,1,0,0,2,0,1,0,0.3086207425544292,1,0.78866122
3080,3040,0,0,0,0,1,-0.844011179,0.6080639195799383,0.1904758555237009,0,0,0,1,0,0,4,1,0,1,-0.869518748,0,0.21139123
3190,4200,0,0,1,0,0,0.4422612494862488,-0.50812542,0.6510512864915438,0,0,0,1,0,0,4,0,0,1,-0.501350157,1,1.00000002
1160,1080,0,0,0,0,1,0.9455852433317844,-0.203710127,-0.034985183,0,0,0,1,0,0,2,0,0,1,1.781295105684585,1,0.45282722
1968,1095,0,0,1,0,0,-0.620311626,-0.812540662,0.065971551,0,0,0,1,0,0,1,1,0,1,-0.427716439,1,0.274864486
1850,1980,1,0,0,0,0,-1.459184949,-0.50812542,0.744909726,0,0,0,1,0,0,3,1,0,1,-1.164053621,1,1
2550,620,0,0,0,1,0,0.6100359141014274,0.8110073815623846,0.7147091647070981,0,0,0,1,0,0,3,0,1,0,0.3822544607109369,1,0.7899666
765,700,0,0,0,1,0,-0.116987633,-0.102238396,0.1274325570006584,0,0,0,1,0,0,1,0,0,1,0.2349870243979213,1,1
1220,830,1,0,0,0,0,-0.564386738,0.1007051154914109,0.5644947829915141,0,0,0,1,0,0,2,1,0,1,0.8240567696499836,1,1
1975,1455,1,0,0,0,0,-0.116987633,-0.50812542,-0.027886889,0,0,0,1,0,0,2,1,0,1,0.7504230514934759,1,0.52920103
2690,2079,1,0,0,0,0,-0.899936067,-0.50812542,0.4886335461313594,0,0,0,1,0,0,4,1,0,1,-0.206815285,1,0.99999998
3550,7315,0,0,1,0,0,0.6659608023064869,-0.711068901,0.7299374201464304,0,0,0,1,0,0,3,1,0,1,-0.206815285,1,0.62922587
520,470,0,0,0,1,0,-0.228837409,1.3183659868076962,0.3837087372362044,0,0,0,1,0,0,3,1,0,1,0.5295218970239525,1,1
1750,2010,0,1,0,0,0,-0.788086291,0.5065921388779114,1.0011859066024529,0,0,0,1,0,0,6,0,0,1,-0.869518748,1,0.6370997199999999
3900,2900,1,0,0,0,0,2.6792567776886296,0.1007051154914109,1.5611701445036723,0,0,0,1,0,0,4,0,1,0,-0.427716439,0,0.35622463
2100,2030,0,0,0,0,1,0.2185616966660107,-0.50812542,0.1566427558568455,0,0,0,1,0,0,4,1,0,1,-0.869518748,1,0.99999996
2009,1465,1,0,0,0,0,-0.284762297,-0.406653639,0.4886335461313594,0,0,0,1,0,0,4,1,0,1,-0.574983875,1,0.5935561189999999
1004,1761,0,0,0,1,0,-2.633607602,0.4051203581758842,0.1274325570006584,0,0,0,1,0,0,3,1,1,0,0.5295218970239525,0,0.41321802
150,700,1,0,0,0,0,-2.969156931,-0.406653639,-0.486488395,0,0,0,1,0,0,1,1,0,1,-1.237687339,1,0.079381965
2650,1495,0,0,1,0,0,0.2185616966660107,-0.914012418,0.5824919860067227,0,0,0,1,0,0,2,1,0,1,-1.384954775,1,0.445500195
2950,2770,0,0,0,0,1,0.3304114730761298,1.1154227733792694,0.6174310229351415,0,0,0,1,0,0,4,0,0,1,-0.869518748,1,0.34327036
1105,840,0,1,0,0,0,0.6100359141014274,0.8110073815623846,-0.327626872,0,0,0,1,0,0,1,0,0,1,-0.648617593,1,1
1290,615,0,0,1,0,0,-2.465832937,0.7095356008603575,0.3611548426995956,0,0,0,1,0,0,4,0,0,1,-1.016786184,1,1
11300,3242,0,0,0,0,1,-0.844011179,-0.406653639,0.4886335461313594,0,0,0,1,0,0,4,1,0,1,0.5295218970239525,0,1
4060,3565,0,1,0,0,0,-2.018433832,0.5065921388779114,1.1353209143537937,0,0,0,1,0,0,3,0,0,1,-1.164053621,1,1
810,850,0,0,0,0,1,1.001510131536844,0.1007051154914109,-0.109264126,0,0,0,1,0,0,1,1,0,1,-1.311321057,0,0
4520,3650,1,0,0,0,0,-0.005137856,-0.711068901,-4.61E-05,0,0,0,1,0,0,2,1,0,0,1.9285625419976005,0,1
2500,2500,0,1,0,0,0,0.1067119202558917,-0.711068901,0.6673972726297179,0,0,0,1,0,0,4,1,0,1,-1.016786184,1,0.9755531
1598,2480,0,0,0,1,0,-0.732161403,-0.609597151,0.1849254884656876,0,0,0,1,0,0,3,1,0,1,0.3086207425544292,1,0.77096534
1050,800,0,0,0,1,0,0.8896603551267249,-0.305181908,0.3837087372362044,0,0,0,1,0,0,2,1,0,1,1.1922253604325226,1,0.34435126
6400,5480,1,0,0,0,0,-1.179560508,-0.000766665,0.2898502973608427,0,0,0,1,0,0,5,1,0,1,0.2349870243979213,1,0.57100864
960,500,0,0,0,0,1,-0.899936067,1.521309647633358,0.744909726,0,0,0,1,0,0,4,0,0,1,0.6031556151804603,1,0.73064673
1780,1760,0,1,0,0,0,-0.340687185,-0.305181908,-0.027886889,0,0,0,1,0,0,1,1,0,1,1.707661387528077,1,1
825,825,0,0,1,0,0,-0.284762297,-0.000766665,0.065971551,0,0,0,1,0,0,2,1,0,1,-1.60585593,1,1.00000001
3750,3440,1,0,0,0,0,-0.788086291,1.1154227733792694,0.8948680853044354,0,0,0,1,0,0,4,0,0,1,-1.311321057,1,0.4031093
3750,2170,0,1,0,0,0,-0.116987633,-0.711068901,0.4271725401761777,0,0,0,1,0,0,2,1,0,1,1.044957924119507,1,1.000000054
2280,2020,0,0,0,0,1,-0.172912521,-0.812540662,0.4886335461313594,0,0,0,1,0,0,3,0,0,1,-0.648617593,1,1
1461,210,0,0,1,0,0,-0.452536962,0.5065921388779114,0.3837087372362044,0,0,0,1,0,0,4,0,0,1,-0.133181566,1,0.2089739
1540,1950,0,0,1,0,0,0.3304114730761298,-0.711068901,-0.071350692,0,0,0,1,0,0,4,1,0,1,-0.280449003,0,1
1640,1920,1,0,0,0,0,0.1626368084609512,-0.812540662,0.744909726,0,0,0,1,0,0,4,1,1,0,0.8240567696499836,1,1
2530,3200,0,0,0,0,1,1.0574350197419036,-0.000766665,0.2898502973608427,0,0,0,1,0,0,5,0,1,0,0.3822544607109369,1,1
795,945,1,0,0,0,0,-0.676236515,0.9124791622644116,0.3611548426995956,0,0,0,1,0,0,3,1,0,1,0.5295218970239525,1,0.31219742
9800,8150,0,0,1,0,0,0.777810579,-0.102238396,3.0273042750951733,0,0,0,1,0,0,5,1,0,1,-0.648617593,1,0.6500172
465,1018,0,0,0,0,1,-1.235485397,1.9271965715982509,0.4271725401761777,0,0,0,1,0,0,2,0,1,0,0.3086207425544292,1,1
4900,2500,1,0,0,0,0,-0.899936067,0.5065921388779114,1.817446325,0,0,0,1,0,0,2,0,0,1,-0.869518748,1,0.5558975
1085,930,0,1,0,0,0,-0.284762297,-0.406653639,-4.61E-05,0,0,0,1,0,0,1,1,0,1,0.01408587,1,0.12606707
1366,1755,0,0,0,0,1,-2.018433832,3.3478011037401982,-0.327626872,0,0,0,1,0,0,2,0,0,1,0.6031556151804603,0,0.16801326
1900,2400,0,0,1,0,0,-0.172912521,-0.812540662,-0.071350692,0,0,0,1,0,0,2,1,0,1,-1.237687339,1,0.31050786
2150,1950,0,1,0,0,0,0.1626368084609512,-0.812540662,-0.034985183,0,0,0,1,0,0,4,1,1,0,-0.574983875,1,0.12463451
3840,2650,0,0,0,0,1,-0.116987633,-0.711068901,0.9554922370410934,0,0,0,1,0,0,4,0,0,1,0.6031556151804603,0,0.45590396
2090,1940,0,0,1,0,0,-0.452536962,1.3183659868076962,0.4271725401761777,0,0,0,1,0,0,2,1,0,1,-1.090419902,1,0.3305242
2950,4380,1,0,0,0,0,0.8896603551267249,0.3036485774738572,0.744909726,0,0,0,1,0,0,2,1,0,1,1.413126514902046,1,0.24760841
1520,1362,0,0,0,0,1,-1.011785844,-0.914012418,0.5461264775963887,0,0,0,1,0,0,3,0,0,1,0.8240567696499836,1,0.08724639
3650,2930,0,0,1,0,0,0.1626368084609512,-0.609597151,0.2898502973608427,0,0,0,1,0,0,3,1,0,1,0.2349870243979213,1,0.99999997
1020,2040,0,0,1,0,0,-0.452536962,0.3036485774738572,0.5004328080350275,0,0,0,1,0,0,2,1,0,1,-1.384954775,1,1.00000001
1314,1470,0,1,0,0,0,0.3304114730761298,-0.305181908,-0.583903053,0,0,0,1,0,0,1,0,1,0,-0.648617593,0,1
